question_idx,question,expected_chunk_ids,retrieved_top10_ids,rrf_scores,semantic_ranks,bm25_ranks
66,"""Bankların yenidən təşkili haqqında Qaydalar""ın təsdiq edilməsi barədə Qərarın Hüquqi Aktların Dövlət Reyestrinə daxil edilməsi üçün Ədliyyə Nazirliyinə təqdim edilməsi hansı şöbəyə və neçə gün müddətində tapşırılıb?",“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_2_3|“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3|Banklarda korporativ idarəetmə Standartları_art_4_5|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_4|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_3,“Bankların yenidən təşkili haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.032522|“Kredit ittifaqlarının prudensial tənzimlənməsi Qaydaları”nın təsdiq edilməsi haqqında_art_2_3:0.032522|“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.030536|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.030366|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.030331|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.030310|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_2_3:0.030077|Banklarda korporativ idarəetmə Standartları_art_4_5:0.026501|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_4:0.015873|Azərbaycan Respublikası Prezidentinin Fərmanı_art_2_3:0.015625,2|1|5|3|4|7|6|14||,1|2|6|9|8|5|7|17|3|4
67,"""Maliyyə bazarlarında fəaliyyətinə nəzarət edilən subyektlərdə informasiya texnologiyalarının idarə edilməsinə dair Təlimat"" Mərkəzi Bankın hansı tarixli qərarı ilə və hansı protokol nömrəsi ilə təsdiq edilib?",50c0f6d30754ffa78df0070e8_intro_1,50c0f6d30754ffa78df0070e8_intro_1|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_art_2_3|9018b71b0859bc7a490ea0f22_art_6_57|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_7_13_part1|9018b71b0859bc7a490ea0f22_art_7_44|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_7_13_part2|9018b71b0859bc7a490ea0f22_art_5_20_part1|9018b71b0859bc7a490ea0f22_art_9_69|9018b71b0859bc7a490ea0f22_art_5_56|9018b71b0859bc7a490ea0f22_art_1_52,50c0f6d30754ffa78df0070e8_intro_1:0.032522|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_art_2_3:0.029083|9018b71b0859bc7a490ea0f22_art_6_57:0.016393|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_7_13_part1:0.016129|9018b71b0859bc7a490ea0f22_art_7_44:0.015873|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_7_13_part2:0.015873|9018b71b0859bc7a490ea0f22_art_5_20_part1:0.015625|9018b71b0859bc7a490ea0f22_art_9_69:0.015625|9018b71b0859bc7a490ea0f22_art_5_56:0.015385|9018b71b0859bc7a490ea0f22_art_1_52:0.015152,2|13|1||3|||4|5|6,1|5||2||3|4|||
68,Bu Təlimat hansı beynəlxalq standarta uyğun hazırlanıb və hansı nəzarət subyektlərini əhatə edir?,50c0f6d30754ffa78df0070e8_art_1_2,Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_62_72_part1|ba0d73daa9275fa1fe1e4694b_art_3_32|50c0f6d30754ffa78df0070e8_art_1_2|Daxili audit haqqında_ch_IV_15|ba0d73daa9275fa1fe1e4694b_art_3_58|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_1_5|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_6_13|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_36_52|9018b71b0859bc7a490ea0f22_art_5_26|Məcəllə_art_6_13,Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_62_72_part1:0.016393|ba0d73daa9275fa1fe1e4694b_art_3_32:0.016393|50c0f6d30754ffa78df0070e8_art_1_2:0.016129|Daxili audit haqqında_ch_IV_15:0.016129|ba0d73daa9275fa1fe1e4694b_art_3_58:0.015873|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_1_5:0.015873|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_6_13:0.015625|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_36_52:0.015625|9018b71b0859bc7a490ea0f22_art_5_26:0.015385|Məcəllə_art_6_13:0.015385,|1||2|3|||4|5|,1||2|||3|4|||5
69,Sənədin 4-cü bölməsində bençmark ölkələrin qabaqcıl təcrübələri hansı ölkələr üzrə nəzərdən keçirilir?,9018b71b0859bc7a490ea0f22_art_4_5,9018b71b0859bc7a490ea0f22_art_4_5|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_IV_22|9018b71b0859bc7a490ea0f22_art_4_16_part1|Banklar Haqqında Qanun_ch_IV_49|590-IIQ-Banklar haqqında_ch_IV_49|98a6608d0eb4e83b612fde01f_art_2_37_part6|feeb62eb12b5c144caa99818e_art_4_12_part1|Əmanətlərin sığortalanması haqqında_ch_IV_34|a416bd5767831ef5222712ecd_art_1_7_part2|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_4_121,9018b71b0859bc7a490ea0f22_art_4_5:0.016393|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_IV_22:0.016393|9018b71b0859bc7a490ea0f22_art_4_16_part1:0.016129|Banklar Haqqında Qanun_ch_IV_49:0.016129|590-IIQ-Banklar haqqında_ch_IV_49:0.015873|98a6608d0eb4e83b612fde01f_art_2_37_part6:0.015873|feeb62eb12b5c144caa99818e_art_4_12_part1:0.015625|Əmanətlərin sığortalanması haqqında_ch_IV_34:0.015625|a416bd5767831ef5222712ecd_art_1_7_part2:0.015385|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_4_121:0.015385,|1||2|3|||4||5,1||2|||3|4||5|
70,Maliyyə bazarları üzrə kibertəhlükəsizlik strategiyasının neçə strateji prioriteti var və onlar nədən ibarətdir?,9018b71b0859bc7a490ea0f22_art_5_6,9018b71b0859bc7a490ea0f22_art_7_8|9018b71b0859bc7a490ea0f22_art_8_9|9018b71b0859bc7a490ea0f22_art_5_6|9018b71b0859bc7a490ea0f22_art_5_20_part1|9018b71b0859bc7a490ea0f22_art_3_4|9018b71b0859bc7a490ea0f22_art_7_80_part1|7fd12f0749b180441d54cd4de_art_2_12|9018b71b0859bc7a490ea0f22_art_8_82_part1|7fd12f0749b180441d54cd4de_art_1_11|9018b71b0859bc7a490ea0f22_art_1_22,9018b71b0859bc7a490ea0f22_art_7_8:0.031778|9018b71b0859bc7a490ea0f22_art_8_9:0.030777|9018b71b0859bc7a490ea0f22_art_5_6:0.030159|9018b71b0859bc7a490ea0f22_art_5_20_part1:0.016393|9018b71b0859bc7a490ea0f22_art_3_4:0.016129|9018b71b0859bc7a490ea0f22_art_7_80_part1:0.016129|7fd12f0749b180441d54cd4de_art_2_12:0.015873|9018b71b0859bc7a490ea0f22_art_8_82_part1:0.015625|7fd12f0749b180441d54cd4de_art_1_11:0.015385|9018b71b0859bc7a490ea0f22_art_1_22:0.015152,1|4|10||2||3||5|6,5|6|3|1||2||4||
71,Kassir məxaric sənədini qəbul edərkən hansı məlumatları və elementləri yoxlamalıdır?,4a6fbf3ba5bf66fda98b121c7_art_8_18_part2,4a6fbf3ba5bf66fda98b121c7_art_8_18_part2|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_36_52|4a6fbf3ba5bf66fda98b121c7_art_8_18_part1|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|4a6fbf3ba5bf66fda98b121c7_art_3_35_part14|“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4|096312ee-c41c-4c1f-9edd-baf5f3187758_art_1_28|4a6fbf3ba5bf66fda98b121c7_art_8_18_part3|4a6fbf3ba5bf66fda98b121c7_art_14_28_part3|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4,4a6fbf3ba5bf66fda98b121c7_art_8_18_part2:0.016393|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_36_52:0.016393|4a6fbf3ba5bf66fda98b121c7_art_8_18_part1:0.016129|“İpoteka örtüyünün reyestrinin aparılması və sərəncamçı tərəfindən ipoteka örtüyünün yoxlanılmasının nəticələri barədə hesabata dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.016129|4a6fbf3ba5bf66fda98b121c7_art_3_35_part14:0.015873|“İnvestisiya qiymətli kağızlarının qiymətinin sabitləşdirilməsi haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.015873|096312ee-c41c-4c1f-9edd-baf5f3187758_art_1_28:0.015625|4a6fbf3ba5bf66fda98b121c7_art_8_18_part3:0.015625|4a6fbf3ba5bf66fda98b121c7_art_14_28_part3:0.015385|“Qiymətli kağızlar bazarında lisenziyalaşdırılan şəxslərin kənar auditorlarına dair tələblər haqqında Qaydalar”ın təsdiq edilməsi barədə_art_3_4:0.015385,|1||2||3|4|||5,1||2||3|||4|5|
72,"Hesab üzərində sərəncam hüququ olan bir neçə şəxs olduqda, imza hüququ neçə formada həyata keçirilə bilər?",64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_2_97,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_12_55|Bank Hesabları Qaydası_art_12_55|Bank Hesabları Qaydası_art_5_95|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_11_26|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_12_31|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_2_97|Bank Hesabları Qaydası_art_12_31|Bank Hesabları Qaydası_art_2_97|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_5_95|Əmanətlərin sığortalanması haqqında_ch_III_art_27_32,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_12_55:0.030550|Bank Hesabları Qaydası_art_12_55:0.030536|Bank Hesabları Qaydası_art_5_95:0.016393|“Qiymətli kağızlar bazarında sui-istifadələrin qarşısının alınması haqqında Qaydalar”ın təsdiq edilməsi barədə_art_11_26:0.016393|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_12_31:0.016129|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_2_97:0.016129|Bank Hesabları Qaydası_art_12_31:0.015873|Bank Hesabları Qaydası_art_2_97:0.015873|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_5_95:0.015625|Əmanətlərin sığortalanması haqqında_ch_III_art_27_32:0.015385,4|5||1|2||3|||,7|6|1|||2||3|4|5
73,Valyuta mübadiləsi aparılmayan forvard əməliyyatları zamanı tərəflər arasında hansı hallarda ödəniş həyata keçirilmir?,9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_4_8,Valyuta tənzimi haqqında_art_4_25|9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_4_8|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_11_23|9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_1_4_part2|Valyuta tənzimi haqqında_art_1_18|9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_1_4_part1|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_43_296|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_15|096312ee-c41c-4c1f-9edd-baf5f3187758_art_3_20|Valyuta tənzimi haqqında_art_11_61,Valyuta tənzimi haqqında_art_4_25:0.029324|9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_4_8:0.016393|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_11_23:0.016393|9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_1_4_part2:0.016129|Valyuta tənzimi haqqında_art_1_18:0.016129|9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_1_4_part1:0.015873|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_43_296:0.015873|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_3_15:0.015625|096312ee-c41c-4c1f-9edd-baf5f3187758_art_3_20:0.015385|Valyuta tənzimi haqqında_art_11_61:0.015385,13||1||2||3|4||5,4|1||2||3|||5|
74,Fiziki şəxslər hansı məbləğdən yuxarı olan nağd milli valyutanı gömrük orqanlarına yazılı formada bəyan etməlidirlər?,Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_art_2_3,Valyuta tənzimi haqqında_art_4_56|Valyuta tənzimi haqqında_art_2_131|Valyuta tənzimi haqqında_art_3_55|Valyuta tənzimi haqqında_art_6_67|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_18_61|Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_art_2_3|096312ee-c41c-4c1f-9edd-baf5f3187758_art_3_20|Bank Hesabları Qaydası_art_18_61|096312ee-c41c-4c1f-9edd-baf5f3187758_art_13_46_part2|Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_intro_1,Valyuta tənzimi haqqında_art_4_56:0.029236|Valyuta tənzimi haqqında_art_2_131:0.028860|Valyuta tənzimi haqqında_art_3_55:0.027826|Valyuta tənzimi haqqında_art_6_67:0.027693|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_18_61:0.016393|Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_art_2_3:0.016393|096312ee-c41c-4c1f-9edd-baf5f3187758_art_3_20:0.016129|Bank Hesabları Qaydası_art_18_61:0.016129|096312ee-c41c-4c1f-9edd-baf5f3187758_art_13_46_part2:0.015873|Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_intro_1:0.015625,6|3|15|17|1|||2||,11|17|9|8||1|2||3|4
75,Şəbəkəni aldadaraq səlahiyyətsiz sistemin özünü səlahiyyətli kompyuter sistemi kimi göstərdiyi hücum növü (“Spoofing”) hansı hallarda baş verə bilər və buna qarşı hansı təhlükəsizlik tədbirləri görülməlidir?,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part8,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part8|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part6|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part5|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part7|c8ef8b99-7b1c-442c-bf14-1f015ec0cc8e_art_4_5|3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_5_9|ba0d73daa9275fa1fe1e4694b_art_2_34|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_art_1_2|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part9|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part1,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part8:0.032787|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part6:0.031498|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part5:0.031258|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part7:0.029287|c8ef8b99-7b1c-442c-bf14-1f015ec0cc8e_art_4_5:0.026154|3df76b8c-0902-46c3-86d9-7274e5a85bfa_art_5_9:0.025992|ba0d73daa9275fa1fe1e4694b_art_2_34:0.016129|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_art_1_2:0.015625|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part9:0.015385|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part1:0.015152,1|3|5|16|18|15|2|4||,1|4|3|2|15|19|||5|6
