question_idx,question,expected_chunk_ids,retrieved_top10_ids,rrf_scores,semantic_ranks,bm25_ranks
10,"Qanuna görə ""öhdəlik daşıyan şəxslər"" kimlərdir və bu anlayış ""maliyyə institutları"" ilə ""qeyri-maliyyə institutları və peşə sahibləri"" anlayışlarından necə fərqlənir?",Məcəllə_art_1_2_part1,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7|Məcəllə_art_3_7|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_17_26|Məcəllə_art_17_26|AML Sanksiya Dəyişiklikləri_art_3_4_part1|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part2|Məcəllə_art_14_22_part2|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part1|Məcəllə_art_14_22_part1|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part2,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7:0.031778|Məcəllə_art_3_7:0.031281|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_17_26:0.030118|Məcəllə_art_17_26:0.029670|AML Sanksiya Dəyişiklikləri_art_3_4_part1:0.029206|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part2:0.016393|Məcəllə_art_14_22_part2:0.016129|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part1:0.015873|Məcəllə_art_14_22_part1:0.015625|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part2:0.015152,1|2|4|5|3|||||6,5|6|9|10|15|1|2|3|4|
11,"Qanunun 1.1.8-ci yarımbəndinə əsasən hansı subyektlər ""maliyyə institutları"" kateqoriyasına aiddir?",Məcəllə_art_1_2_part1,590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part2|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7|Banklar Haqqında Qanun_ch_VIII_art_57_91_part2|Məcəllə_art_3_7|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_4_11|ad29955c-5a37-413c-937e-cd1e5988ae62_art_2_6|1dfb892e-6204-4404-9166-c861f06996fa_art_5_9_part1|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part2|Məcəllə_art_14_22_part2|“Kredit ittifaqına bank əməliyyatının həyata keçirilməsi üçün lisenziya verilməsi Qaydası”nın təsdiq edilməsi haqqında_art_1_2,590-IIQ-Banklar haqqında_ch_VIII_art_57_96_part2:0.016393|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7:0.016393|Banklar Haqqında Qanun_ch_VIII_art_57_91_part2:0.016129|Məcəllə_art_3_7:0.016129|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_4_11:0.015873|ad29955c-5a37-413c-937e-cd1e5988ae62_art_2_6:0.015873|1dfb892e-6204-4404-9166-c861f06996fa_art_5_9_part1:0.015625|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part2:0.015625|Məcəllə_art_14_22_part2:0.015385|“Kredit ittifaqına bank əməliyyatının həyata keçirilməsi üçün lisenziya verilməsi Qaydası”nın təsdiq edilməsi haqqında_art_1_2:0.015385,|1||2||3||4|5|,1||2||3||4|||5
12,"Qanuna görə ""virtual aktiv"" anlayışı necə müəyyən edilir və hansı alətlər virtual aktiv hesab edilmir?",Məcəllə_art_1_2_part1,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part1|Məcəllə_art_1_2_part1|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_1_2_part2|Auditor xidməti haqqında_art_2_3|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part2|Məcəllə_art_1_2_part2|Valyuta tənzimi haqqında_art_1_106|“Dövlət qeydiyyatına alınmışdır_art_7_11|“Ödəmə qabiliyyətini itirmiş bankların rezolyusiyası və sağlamlaşdırma tədbirləri çərçivəsində qeyri-işlək (toksik) aktivlərin təqdim edilməsi Qaydası”nın təsdiq edilməsi haqqında_art_2_7|6c51a485-6986-4257-b6e0-25475732f1dc_art_2_6,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part1:0.032787|Məcəllə_art_1_2_part1:0.032258|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_1_2_part2:0.026671|Auditor xidməti haqqında_art_2_3:0.015873|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part2:0.015873|Məcəllə_art_1_2_part2:0.015625|Valyuta tənzimi haqqında_art_1_106:0.015625|“Dövlət qeydiyyatına alınmışdır_art_7_11:0.015385|“Ödəmə qabiliyyətini itirmiş bankların rezolyusiyası və sağlamlaşdırma tədbirləri çərçivəsində qeyri-işlək (toksik) aktivlərin təqdim edilməsi Qaydası”nın təsdiq edilməsi haqqında_art_2_7:0.015385|6c51a485-6986-4257-b6e0-25475732f1dc_art_2_6:0.015152,1|2|14||3|4|||5|6,1|2|16|3|||4|5||
13,"Qanuna görə ""benefisiar mülkiyyətçi"" kim hesab edilir?",Məcəllə_art_1_2_part2,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_16_35|Valyuta tənzimi haqqında_art_1_106|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_I_art_3_5|Bank Hesabları Qaydası_art_16_35|590-IIQ-Banklar haqqında_ch_I_art_1_3_part2|Auditor xidməti haqqında_art_2_3|Bank Şöbələri və Valyuta Qaydası_art_2_6|Banklar Haqqında Qanun_ch_I_art_1_3_part2|5b725bb224d33e2085294c793_art_9_26|Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part2,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_16_35:0.016393|Valyuta tənzimi haqqında_art_1_106:0.016393|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_I_art_3_5:0.016129|Bank Hesabları Qaydası_art_16_35:0.016129|590-IIQ-Banklar haqqında_ch_I_art_1_3_part2:0.015873|Auditor xidməti haqqında_art_2_3:0.015873|Bank Şöbələri və Valyuta Qaydası_art_2_6:0.015625|Banklar Haqqında Qanun_ch_I_art_1_3_part2:0.015625|5b725bb224d33e2085294c793_art_9_26:0.015385|Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part2:0.015385,1|||2|3|||4||5,|1|2|||3|4||5|
14,"Qanunda ""mühüm iştirak payı"" hansı faiz həddi ilə müəyyən edilir?",Məcəllə_art_1_2_part2,590-IIQ-Banklar haqqında_ch_III_art_22_35_part3|Banklar Haqqında Qanun_ch_III_art_22_35_part3|590-IIQ-Banklar haqqında_ch_III_art_22_35_part1|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_II_art_7_11_part2|Banklar Haqqında Qanun_ch_III_art_22_35_part1|5b725bb224d33e2085294c793_art_9_26|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_61_70_part1|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IV_art_23_29|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_15_part1|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_I_art_6_8,590-IIQ-Banklar haqqında_ch_III_art_22_35_part3:0.030303|Banklar Haqqında Qanun_ch_III_art_22_35_part3:0.029877|590-IIQ-Banklar haqqında_ch_III_art_22_35_part1:0.028787|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_II_art_7_11_part2:0.028405|Banklar Haqqında Qanun_ch_III_art_22_35_part1:0.028373|5b725bb224d33e2085294c793_art_9_26:0.016393|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_61_70_part1:0.016393|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IV_art_23_29:0.016129|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_6_15_part1:0.015873|802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_I_art_6_8:0.015625,6|9|2|8|3||1|||,6|5|19|13|20|1||2|3|4
15,"""Siyasi nüfuzlu şəxslərin yaxın qohumları"" anlayışına hansı şəxslər daxildir?",Məcəllə_art_1_2_part3,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_7_14|Məcəllə_art_7_14|45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part2|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3|Məcəllə_art_1_2_part3|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part2|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_7_75|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part1|Bank Hesabları Qaydası_art_7_75|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_21_89,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_7_14:0.032787|Məcəllə_art_7_14:0.032258|45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part2:0.030550|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3:0.030090|Məcəllə_art_1_2_part3:0.029644|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part2:0.026847|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_7_75:0.015873|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part1:0.015873|Bank Hesabları Qaydası_art_7_75:0.015625|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_21_89:0.015385,1|2|7|8|9|14|3||4|5,1|2|4|5|6|15||3||
16,"Qanuna əsasən ""siyasi nüfuzlu şəxs"" statusuna hansı vəzifə sahibləri aiddir?",Məcəllə_art_1_2_part3,45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part2|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_7_14|Məcəllə_art_7_14|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3|Məcəllə_art_1_2_part3|45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part1|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_21_89|Bank Hesabları Qaydası_art_21_89|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part1|Valyuta tənzimi haqqında_art_13_78,45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part2:0.032266|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_7_14:0.031545|Məcəllə_art_7_14:0.031054|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3:0.031025|Məcəllə_art_1_2_part3:0.030550|45937180-250a-4b4a-b8e5-153945adb06d_art_16_24_part1:0.029287|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_21_89:0.015625|Bank Hesabları Qaydası_art_21_89:0.015385|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part1:0.015385|Valyuta tənzimi haqqında_art_13_78:0.014706,3|1|2|6|7|16|4|5||,1|6|7|3|4|2|||5|8
17,FATF nədir və hansı məqsədlə fəaliyyət göstərir?,Məcəllə_art_1_2_part3|Məcəllə_art_1_2_part4,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_9_16|Məcəllə_art_9_16|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3|Məcəllə_art_1_2_part3|590-IIQ-Banklar haqqında_ch_I_art_5_9|Banklar Haqqında Qanun_ch_I_art_5_9|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_IV_art_15_23|dc1546b51b6aa6b3d92409836_intro_1_part1|a416bd5767831ef5222712ecd_art_4_19_part5|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_9_16:0.032266|Məcəllə_art_9_16:0.031754|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3:0.031545|Məcəllə_art_1_2_part3:0.031054|590-IIQ-Banklar haqqında_ch_I_art_5_9:0.015873|Banklar Haqqında Qanun_ch_I_art_5_9:0.015625|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_IV_art_15_23:0.015385|dc1546b51b6aa6b3d92409836_intro_1_part1:0.015385|a416bd5767831ef5222712ecd_art_4_19_part5:0.015152|Əmanətlərin sığortalanması haqqında_ch_II_art_21_25:0.014925,3|4|1|2||||5|6|7,1|2|6|7|3|4|5|||
18,"Qanuna görə ""yüksək riskli zonalar"" hansı əlamətlərə görə müəyyən edilir?",Məcəllə_art_1_2_part4,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_9_16|Məcəllə_art_9_16|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_3_8_part1|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_I_art_3_5|Valyuta tənzimi haqqında_art_1_106|Auditor xidməti haqqında_art_2_3|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_3_8_part3|5b725bb224d33e2085294c793_art_9_26|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part4|Məcəllə_art_1_2_part4,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_9_16:0.031778|Məcəllə_art_9_16:0.031281|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_3_8_part1:0.028125|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_I_art_3_5:0.016393|Valyuta tənzimi haqqında_art_1_106:0.016129|Auditor xidməti haqqında_art_2_3:0.015873|Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_3_8_part3:0.015873|5b725bb224d33e2085294c793_art_9_26:0.015625|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part4:0.015385|Məcəllə_art_1_2_part4:0.015152,1|2|4||||3||5|6,5|6|20|1|2|3||4||
19,Qanunun tətbiq dairəsinə görə bu Qanun kimlər arasındakı münasibətləri tənzimləyir və Azərbaycan yurisdiksiyasından kənar fəaliyyətə necə tətbiq olunur?,Məcəllə_art_2_6,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_2_6|Məcəllə_art_2_6|Daxili audit haqqında_ch_I_art_2_4|Auditor xidməti haqqında_art_1_2|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_I_art_2_4|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_1_2|1e1594e275bb96ef2c75aa1e8_art_8_9|Valyuta tənzimi haqqında_art_2_73|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_intro_1|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_40_46,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_2_6:0.032787|Məcəllə_art_2_6:0.032258|Daxili audit haqqında_ch_I_art_2_4:0.031498|Auditor xidməti haqqında_art_1_2:0.031025|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_ch_I_art_2_4:0.030090|“QEYDƏ ALINMIŞDIR” “TƏSDİQ EDİRƏM”_art_1_2:0.015625|1e1594e275bb96ef2c75aa1e8_art_8_9:0.015385|Valyuta tənzimi haqqında_art_2_73:0.015152|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_intro_1:0.014925|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_40_46:0.014925,1|2|4|3|5|||6|7|,1|2|3|6|8|4|5|||7
20,Qanunun tələbləri qeyri-maliyyə institutları və peşə sahiblərinə hansı hallarda tətbiq olunur?,Məcəllə_art_3_7,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7|Məcəllə_art_3_7|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_13_21|Məcəllə_art_13_21|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part2|Məcəllə_art_14_22_part2|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_intro_1|Banklar Haqqında Qanun_ch_I_art_3_7|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part1|Məcəllə_art_14_22_part1,Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7:0.032787|Məcəllə_art_3_7:0.032258|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_13_21:0.030310|Məcəllə_art_13_21:0.029857|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part2:0.029762|Məcəllə_art_14_22_part2:0.029324|933-IIIQ-Bank olmayan kredit təşkilatları haqqında_intro_1:0.015873|Banklar Haqqında Qanun_ch_I_art_3_7:0.015625|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_14_22_part1:0.015385|Məcəllə_art_14_22_part1:0.015152,1|2|5|6|12|13|3|4||,1|2|7|8|3|4|||5|6
21,"""Anbarların açılması, bağlanması və möhürlənməsi jurnalı"" üçün müəyyən edilmiş saxlanma müddəti neçə ildir?",“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_90_108,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_90_108|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_8_13|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_1_5|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_125_147|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_79_97|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_91_109|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_5_10|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_85_103|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_3_107_part2|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_97_116,“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_90_108:0.032787|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_8_13:0.028629|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_1_5:0.027242|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_125_147:0.016129|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_79_97:0.015873|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_91_109:0.015873|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_5_10:0.015625|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_85_103:0.015625|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_3_107_part2:0.015385|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_97_116:0.015385,1|20|11|2||3||4||5,1|2|16||3||4||5|
