Question ID,Category,Question,Ground Truth,Generated Answer,Retrieved Chunk IDs,Retrieved Documents,Retrieval Time,Prompt Time,Generation Time,Total Time,Error
Q071,risk_management,Bank hansı əməliyyat riski insidentləri barədə Mərkəzi Banka məlumat verməlidir?,"Bank hər rüb bitdikdən sonra 15 təqvim günündən gec olmayaraq dəymiş zərərin məbləği bir insident üzrə 100 000 manat və ya daha çox olan, habelə son 12 ay ərzində 10 və daha çox dəfə təkrarlanan insidentlər barədə Mərkəzi Banka məlumat təqdim etməlidir.",Ödəniş xidməti təchizatçısı Mərkəzi Bankın normativ xarakterli aktları ilə müəyyən edilmiş hallarda və qaydada əməliyyat və ya təhlükəsizlik insidentləri barədə Mərkəzi Banka məlumat verməlidir.,"[""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_9_16_part2"", ""Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_10_16"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_9_16_part1"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_7_13_part2"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_6_11_part1""]","[""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası"", ""Əməliyyat Risklərinin İdarə Edilməsi Qaydası""]",30.58277804199315,0.016984750007395633,42.82642929200665,73.61657595800352,
Q072,aml_kyc,İşgüzar münasibətlər yaradılarkən hüquqi şəxs barədə hansı məlumatlar toplanmalıdır?,"İşgüzar münasibətlər yaradılarkən məqsəd, nəzərdə tutulan mədaxil və məxaric əməliyyatlarının həcmi və istiqamətləri, vəsaitlərin mənbələri və daxilolma üsulları, istifadə ediləcək məhsul və xidmətlər, məhsul üzrə sərəncam vermək hüququ olan şəxslər barədə məlumatlar toplanmalıdır.",There is not enough information available in the provided documents.,"[""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part3"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part2"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part3"", ""Məcəllə_art_1_2_part3"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part1""]","[""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları""]",34.40637891700317,0.012268249993212521,49.41965470799187,83.99742691700521,
Q073,aml_kyc,Məhsul üzrə sərəncam vermək hüququ olan şəxslər barədə hansı əlavə məlumatlar tələb olunur?,"Məhsul üzrə sərəncam vermək hüququnun əsası, həmin şəxsin hüquqi şəxslə əlaqəsi (təsisçi, iştirakçı, qanuni təmsilçi və ya işçi olması), zəruri hallarda isə VÖEN-i və digər identifikasiya məlumatları təqdim edilməlidir.","Məhsul üzrə sərəncam vermək hüququ olan şəxslər barədə tələb olunan məlumatlar aşağıdakılardır:

* **Hüquqi şəxsin təsisçisi, iştirakçısı, qanuni təmsilçisi və ya işçisi olduqda:** Bu Qaydaların 2.1.1.1-2.1.1.2-ci abzaslarındakı məlumatlar; hüquqi şəxsin təsisçisi, iştirakçısı, qanuni təmsilçisi və ya işçisi olmayan və məhsul üzrə sərəncam vermək hüququ olan şəxslərin Vergi Məcəlləsində nəzərdə tutulmuş hallarda VÖEN-i.
* **Bank hesabı üzrə sərəncam hüququ olacaq (olan) şəxslər:** Adı, soyadı, ata adı, fərdi identifikasiya nömrəsi, şəxsiyyəti təsdiq edən sənədin seriyası və nömrəsi və ya digər fərdi eyniləşdirmə məlumatı.

(Bu cavabda əlavə olaraq hüquqi şəxsin təsisçisi, iştirakçısı, qanuni təmsilçisi və ya işçisi olmayan və məhsul üzrə sərəncam vermək hüququ olan şəxslərin Vergi Məcəlləsində nəzərdə tutulmuş hallarda VÖEN-i də daxildir.)","[""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part2"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part3"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_6_13_part2"", ""64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_17_36"", ""Bank Hesabları Qaydası_art_17_36""]","[""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları"", ""64b6f05f-196b-4894-9374-9e5c1c4df7a2"", ""Bank Hesabları Qaydası""]",30.50958520900167,0.015602250001393259,78.54147375001048,109.21055912500015,
Q074,aml_kyc,Xarici hüquqi təsisat üzrə identifikasiya zamanı hansı əsas məlumatlar müəyyən edilməlidir?,"Xarici hüquqi təsisatın təsis edildiyi dövlət və ünvanı, yaradılma məqsədi, tarixi, növü, idarə edilən aktivləri, həmçinin təsisçisi, idarəçisi, təminatçısı (olduğu təqdirdə), benefisiarları və effektiv nəzarəti həyata keçirən fiziki şəxslər barədə məlumatlar müəyyən edilməlidir.","Xarici hüquqi təsisat üzrə identifikasiya zamanı aşağıdakılar müəyyən edilməlidir:

*   Təsis edildiyi dövlət (ərazi) və ünvanı.
*   Yaradılma məqsədi, tarixi, növü və idarə edilən aktivləri.
*   Təsisçisinin, idarəçisinin, təminatçısının (olduğu təqdirdə), benefisiarların və ya benefisiar qrupuna daxil olan fiziki şəxslərin (benefisiar qrupa daxil olan fiziki şəxslər məlum olduğu vaxtdan), xarici hüquqi təsisat üzərində effektiv nəzarəti həyata keçirən hər hansı digər fiziki şəxsin (nəzarət və ya sahiblik zənciri də daxil olmaqla) adı, soyadı, atasının adı (olduğu təqdirdə), doğum tarixi, vəzifəsi.
*   Xarici hüquqi təsisatın eyniləşdirmə nömrəsi (“tax identification number”, “value added tax number” və s.) (olduğu təqdirdə).
*   Xarici hüquqi təsisatın fəaliyyətinin təsviri.
*   İşgüzar münasibətlərin yaradılmasının məqsədi, aparılması nəzərdə tutulan mədaxil əməliyyatlarının ehtimal edilən həcmi, məxaric əməliyyatlarının həcmi və istiqamətləri, vəsaitlərin mədaxil edilməsinin üsulları, dövrlülüyü, mənbələri, müştəriyə təqdim edilən məhsuldan istifadə ediləcəyi sahələr, platformalar, məhsulun idarə edilməsi üsulu, məhsul üzrə sərəncam vermək hüququna malik olan digər şəxslərin adı, soyadı, atasının adı (olduğu təqdirdə), FİN-i, FİN olmadıqda şəxsiyyəti təsdiq edən sənədin nömrəsi, doğum tarixi, istifadəsi nəzərdə tutulan xidmətlərin siyahısı.
*   Birdəfəlik əməliyyatlar zamanı əməliyyatın növü, təyinatı, istiqaməti, vəsaitin mənbəyi.
*   Xarici hüquqi təsisatın eyniləşdirmə nömrəsi (legal entity identifier).

---","[""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_2_5_part3"", ""Məcəllə_art_4_8_part2"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_6_13_part2"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_6_13_part3"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part2""]","[""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları"", ""Məcəllə"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında""]",24.617441666996456,0.009158583008684218,100.75048254099966,125.50635850000253,
Q075,aml_kyc,Rieltorlar hansı əməliyyatları apardıqda AML tələblərinə əməl etməlidirlər?,Rieltorlar daşınmaz əmlakın alqı-satqısı üzrə əməliyyatlar apardıqda AML tələblərinə əməl etməlidirlər.,Rieltorlar daşınmaz əmlakın alqı-satqısı üzrə əməliyyatlar apardıqda AML tələblərinə əməl etməlidirlər.,"[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7"", ""Məcəllə_art_3_7"", ""AML Sanksiya Dəyişiklikləri_art_3_4_part2"", ""096312ee-c41c-4c1f-9edd-baf5f3187758_art_1_18"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_3_13_part2""]","[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə"", ""AML Sanksiya Dəyişiklikləri"", ""096312ee-c41c-4c1f-9edd-baf5f3187758"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər""]",33.069030792001286,0.007682708004722372,31.983958209006232,65.1975026250002,
Q076,aml_kyc,"Notariuslar, vəkillər və hüquq, mühasibat, vergi məsləhəti xidmətləri göstərən şəxslər hansı hallarda bu tələblərin əhatəsinə düşürlər?","Onlar daşınmaz əmlakın alqı-satqısı, müştərinin pul vəsaitlərinin, qiymətli kağızlarının və digər əmlakının idarə olunması, bank və digər hesabların idarə edilməsi, hüquqi şəxslərin yaradılması, idarə olunması və onların səhmlərinin və ya paylarının alqı-satqısı ilə bağlı əməliyyatları apardıqda və ya bu əməliyyatlarda iştirak etdikdə tələblərə əməl etməlidirlər.","Notariuslar, vəkillər, hüquq, mühasibat və vergi məsləhəti xidmətləri göstərən müstəqil şəxslər aşağıdakı əməliyyatları apardıqda və ya bu cür əməliyyatların aparılmasında iştirak etdikdə:
1. daşınmaz əmlakın alqı-satqısı;
2. müştərinin pul vəsaitlərinin, qiymətli kağızlarının və ya digər əmlakının idarə olunması;
3. müştərinin bank, depo, poçt, ödəniş və pul hesablarının idarə olunması;
4. hüquqi şəxslərin yaradılması, onların fəaliyyətinin təmin və idarə edilməsi, bu məqsədlərlə pul vəsaitlərinin toplanmasının təşkili, habelə hüquqi şəxslərin səhmlərinin və ya paylarının alqı-satqısı.","[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7"", ""Məcəllə_art_3_7"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_16_25"", ""Məcəllə_art_16_25"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_1_2_part1""]","[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında""]",40.57798112499586,0.011157666987855919,51.86748200000147,92.60051933300565,
Q077,aml_kyc,"Müştərinin bank, depozit, poçt, ödəniş və pul hesablarının idarə olunması hansı maddədə nəzərdə tutulur?","Müştərinin bank, depozit, poçt, ödəniş və pul hesablarının idarə olunması 4.1.3.3-cü yarımbənddə nəzərdə tutulur.",3.1.2.3-cü maddədə nəzərdə tutulur.,"[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7"", ""Məcəllə_art_3_7"", ""AML Sanksiya Dəyişiklikləri_art_3_4_part2"", ""Bank Hesabları Qaydası_art_2_6_part2"", ""590-IIQ-Banklar haqqında_ch_IV_art_37_56""]","[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə"", ""AML Sanksiya Dəyişiklikləri"", ""Bank Hesabları Qaydası"", ""590-IIQ-Banklar haqqında""]",28.189027750006062,0.007903417004854418,20.364488209001138,48.68109112500679,
Q078,aml_kyc,Hüquqi şəxslərin yaradılması və onların səhmlərinin və ya paylarının alqı-satqısı hansı hallarda AML tələblərinə daxildir?,"Hüquqi şəxslərin yaradılması, fəaliyyətinin təmin və idarə edilməsi, bu məqsədlə vəsaitlərin toplanmasının təşkili, habelə hüquqi şəxslərin səhmlərinin və ya paylarının alqı-satqısı zamanı AML tələbləri tətbiq edilir.","Bu Qanunun tələbləri notariuslar, vəkillər, hüquq, mühasibat və vergi məsləhəti xidmətləri göstərən müstəqil şəxslər aşağıdakı əməliyyatları apardıqda və ya bu cür əməliyyatların aparılmasında iştirak etdikdə tətbiq olunur: hüquqi şəxslərin yaradılması, onların fəaliyyətinin təmin və idarə edilməsi, bu məqsədlə pul vəsaitlərinin toplanmasının təşkili, habelə hüquqi şəxslərin səhmlərinin və ya paylarının alqı-satqısı.","[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_3_7"", ""Məcəllə_art_3_7"", ""AML Sanksiya Dəyişiklikləri_art_3_4_part2"", ""590-IIQ-Banklar haqqında_ch_III_art_30_47_part1"", ""Banklar Haqqında Qanun_ch_III_art_30_47_part1""]","[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə"", ""AML Sanksiya Dəyişiklikləri"", ""590-IIQ-Banklar haqqında"", ""Banklar Haqqında Qanun""]",31.183133750004345,0.013876375000108965,44.299720459006494,75.63852445800148,
Q079,aml_kyc,"Bu dəyişikliklərə əsasən ""Monitorinq iştirakçıları və monitorinqdə iştirak edən digər şəxslər"" ifadəsi hansı ifadə ilə əvəz edilmişdir?","""Monitorinq iştirakçıları və monitorinqdə iştirak edən digər şəxslər"" ifadəsi ""Öhdəlik daşıyan"" ifadəsi ilə əvəz edilmişdir.",---,"[""AML Sanksiya Dəyişiklikləri_art_3_4_part1"", ""AML Sanksiya Dəyişiklikləri_art_3_4_part2"", ""Əmanətlərin sığortalanması haqqında_ch_IV_art_2_39_part4"", ""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_2_6_part1"", ""Əmanətlərin sığortalanması haqqında_ch_IV_art_2_39_part3""]","[""AML Sanksiya Dəyişiklikləri"", ""AML Sanksiya Dəyişiklikləri"", ""Əmanətlərin sığortalanması haqqında"", ""Banklarda əməliyyat risklərinin idarə edilməsi Qaydası"", ""Əmanətlərin sığortalanması haqqında""]",37.95446104099392,0.011882542006787844,34.38541299999633,72.50744854100049,
Q080,aml_kyc,İRQ nədir?,"İRQ (İnstitusional Risk Qiymətləndirilməsi) öhdəlik daşıyan şəxsin mövcud müştəri profilləri üzrə təhlillər aparmasını, milli və sahəvi risk qiymətləndirmələrinin nəticələrini nəzərə almasını, risklərin azaldılması tədbirlərini və qalıq risklərin idarə edilməsini əhatə edən risk qiymətləndirmə prosesidir.","İRQ, maliyyə institutlarında cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılması, terrorçuluğun maliyyələşdirilməsi, kütləvi qırğın silahlarının yayılması və yayılmasının maliyyələşdirilməsi (ƏL/TM/KM) üzrə institusional risk qiymətləndirilməsinin aparılmasına dair tövsiyələri müəyyən edir.","[""d290a5c47f251d932318feaec_intro_1"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part5"", ""d290a5c47f251d932318feaec_art_6_8"", ""d290a5c47f251d932318feaec_art_2_2"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part7""]","[""d290a5c47f251d932318feaec"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""d290a5c47f251d932318feaec"", ""d290a5c47f251d932318feaec"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər""]",37.18601179198595,0.011359291995177045,54.75453087499773,92.1195463329932,
Q081,aml_kyc,Qalıq risk nədir?,Qalıq risk risklərin azaldılması tədbirləri tətbiq edildikdən sonra qalan və idarə olunmalı olan riskdir. İRQ prosedurlarında bu risklərin idarə edilməsinə dair fəaliyyət planı nəzərdə tutulmalıdır.,"Qalıq risk, daxili nəzarət mexanizmlərinin adekvatlığı nəzərə alındıqdan sonra qalan risk səviyyəsini ifadə edir.","[""d290a5c47f251d932318feaec_art_5_7"", ""d290a5c47f251d932318feaec_art_2_2"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part7"", ""d290a5c47f251d932318feaec_art_3_3_part1"", ""d290a5c47f251d932318feaec_art_6_8""]","[""d290a5c47f251d932318feaec"", ""d290a5c47f251d932318feaec"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""d290a5c47f251d932318feaec"", ""d290a5c47f251d932318feaec""]",31.190995666998788,0.006752374989446253,41.68667658299091,72.94028949999483,
Q082,aml_kyc,İRQ zamanı hansı beynəlxalq siyahılar və mənbələr nəzərə alınmalıdır?,"İRQ zamanı yüksək riskli ölkələrin siyahıları, FATF-ın qarşılıqlı qiymətləndirmə hesabatları, Avropa İttifaqının yüksək riskli üçüncü ölkələr siyahısı, Bazel Komitəsinin indeksi, BMT-nin sanksiya siyahıları və BMT Narkotiklər və Cinayətkarlıq üzrə İdarəsinin hesabatları nəzərə alınmalıdır.",There is not enough information available in the provided documents.,"[""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part7"", ""d290a5c47f251d932318feaec_intro_1"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part5"", ""d290a5c47f251d932318feaec_art_2_2"", ""d290a5c47f251d932318feaec_art_6_8""]","[""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""d290a5c47f251d932318feaec"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""d290a5c47f251d932318feaec"", ""d290a5c47f251d932318feaec""]",30.54390633299772,0.011780250002630055,43.90855904199998,74.60390849999385,
Q083,aml_kyc,İRQ nəticəsində müəyyən edilmiş risklərlə bağlı rəhbərlik hansı tədbirləri görməlidir?,"Rəhbərlik risklərin azaldılması tədbirlərini və qalıq risklərin idarə edilməsinə dair fəaliyyət planını təsdiq etməli, aidiyyəti işçilərin həmin planla tanış olmasını təmin etməlidir.","Fəaliyyət planının formalaşdırılması – Maliyyə institutları tərəfindən müəyyən edilmiş risklərin azaldılması tədbirlərinin tətbiqi və bu tədbirlərin tətbiqi nəticəsində qalıq risklərin idarəedilməsinə dair fəaliyyət planı hazırlanır və təsdiq üçün rəhbərliyə təqdim edilir. Bu plan ən azı aşağıdakıları əhatə edir: yüksək risklər üçün spesifik tədbirlər: yüksək riskli müştərilər, məhsullar/xidmətlər və çatdırılma kanalları üçün daha ciddi nəzarət mexanizmlərinin tətbiqi; resursların bölüşdürülməsi: risk səviyyələrinə uyğun olaraq maliyyə, insan və digər resursların effektiv şəkildə idarə edilməsi; təkmilləşdirmə fəaliyyətləri: daxili nəzarət mexanizmlərində mövcud olan boşluqların aradan qaldırılması üçün tədbirlər görülməsi; məlumatlandırma: tədbirlər planı ilə aidiyyəti əməkdaşların tanış olmasının təmin edilməsi.","[""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part7"", ""d290a5c47f251d932318feaec_intro_1"", ""d290a5c47f251d932318feaec_art_6_8"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part5"", ""d290a5c47f251d932318feaec_art_2_2""]","[""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""d290a5c47f251d932318feaec"", ""d290a5c47f251d932318feaec"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""d290a5c47f251d932318feaec""]",31.854913250004756,0.01158229100110475,56.105902625000454,88.09786870800599,
Q084,aml_kyc,İRQ prosedurlarında hansı məsələlər ətraflı şəkildə tənzimlənməlidir?,"İRQ prosedurları rəhbərliyin, işçilərin və struktur bölmələrinin fəaliyyətini, məlumat və sənədlərin əldə edilməsi və emalını, risklərin azaldılması tədbirlərinin tətbiqini və qalıq risklərin idarə edilməsini ətraflı şəkildə tənzimləməlidir.","İRQ prosedurları İRQ zamanı öhdəlik daşıyan şəxsin rəhbərliyinin, işçilərinin və struktur bölmələrinin (olduğu təqdirdə) fəaliyyətini tənzimləməli, İRQ prosesində məlumat və sənədlərin əldə edilməsi, emalı, risklərin azaldılması tədbirlərinin tətbiq edilməsi və qalıq risklərin idarəedilməsi məsələlərini detallı şəkildə təsvir etməlidir.","[""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part7"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part5"", ""d290a5c47f251d932318feaec_intro_1"", ""d290a5c47f251d932318feaec_art_6_8"", ""d290a5c47f251d932318feaec_art_2_2""]","[""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər"", ""d290a5c47f251d932318feaec"", ""d290a5c47f251d932318feaec"", ""d290a5c47f251d932318feaec""]",25.650829582998995,0.012143542000558227,46.832136999990325,72.64024987501034,
Q085,aml_kyc,Anonim hesab açılmasına icazə verilirmi?,"Xeyr. Maliyyə institutları uydurma adlarla və ya anonim hesablar aça, anonim depozit sertifikatları buraxa və anonim bank kitabçaları təqdim edə bilməzlər.","Anonim hesabların, o cümlədən anonim əmanət hesablarının açılmasına yol verilmir.","[""590-IIQ-Banklar haqqında_ch_X_art_42_187"", ""Banklar Haqqında Qanun_ch_XI_art_42_181"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_4_8_part1"", ""Məcəllə_art_4_8_part1"", ""Bank Hesabları Qaydası_art_5_13_part1""]","[""590-IIQ-Banklar haqqında"", ""Banklar Haqqında Qanun"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə"", ""Bank Hesabları Qaydası""]",22.127985250001075,0.007844541003578342,43.93597491599212,66.15145337498689,
Q086,aml_kyc,Müştəri uyğunluğu tədbirləri nə vaxt tətbiq edilməlidir?,"Müştəri uyğunluğu tədbirləri işgüzar münasibətlər yaradılmazdan əvvəl, 20 000 manat və ya daha artıq məbləğdə birdəfəlik (və ya əlaqəli) əməliyyatlardan əvvəl, həmçinin maliyyə vəsaitlərinin elektron köçürülməsi və virtual aktivlərlə birdəfəlik əməliyyatlardan əvvəl tətbiq edilməlidir.","Öhdəlik daşıyan şəxslər aşağıdakı hallarda müştəri uyğunluğu tədbirlərini tətbiq etməlidir: işgüzar münasibətlərin yaradılmasından əvvəl; iyirmi min manat məbləğində (bundan sonra – limit) və ya limitdən artıq məbləğdə həyata keçirilməsi gözlənilən hər hansı birdəfəlik əməliyyatdan əvvəl (bu hala, həmçinin limit çərçivəsində həyata keçirilərək bir-biri ilə əlaqəsi olan və ümumi məbləği limitdən artıq olan bir neçə əməliyyat aiddir); maliyyə vəsaitlərinin elektron köçürülməsi və virtual aktivlərlə əməliyyatların aparılmasına dair Azərbaycan Respublikasının Mərkəzi Bankı tərəfindən müəyyən edilmiş qaydalara uyğun olaraq maliyyə vəsaitlərinin birdəfəlik elektron köçürülməsindən və virtual aktivlərlə aparılan birdəfəlik əməliyyatlardan əvvəl; əmlakın cinayət yolu ilə əldə edilməsinə və ya terrorçuluğun maliyyələşdirilməsində istifadə edilməsinə şübhə yaradan bütün hallarda; əldə edilmiş məlumat və sənədlərin doğruluğuna və ya uyğunluğuna dair şübhələr olduqda.","[""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_8_17"", ""ad29955c-5a37-413c-937e-cd1e5988ae62_art_2_3"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_4_8_part1"", ""Məcəllə_art_4_8_part1"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_4_8_part3""]","[""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları"", ""ad29955c-5a37-413c-937e-cd1e5988ae62"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında""]",20.677167874993756,0.009752874990226701,77.32806770900788,98.13061237499642,
Q087,aml_kyc,Müştəri uyğunluğu tədbirlərinin tətbiqi üçün birdəfəlik əməliyyat üzrə məbləğ limiti nə qədərdir?,Müştəri uyğunluğu tədbirləri həyata keçirilməsi gözlənilən birdəfəlik əməliyyatın məbləği 20 000 manat və ya daha çox olduqda tətbiq edilir. Bir-biri ilə əlaqəli olub ümumi məbləği bu limiti aşan əməliyyatlar da bu tələbə daxildir.,iyirmi min manat.,"[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_4_8_part1"", ""Məcəllə_art_4_8_part1"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları_art_4_11"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_4_8_part3"", ""Məcəllə_art_4_8_part3""]","[""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə"", ""Müştəri Uyğunluğu və Risk Qiymətləndirməsi Qaydaları"", ""Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında"", ""Məcəllə""]",28.492881291007507,0.012116792000597343,38.050700874999166,66.69737291699857,
